id,question,answer,category,source,created_at
209,10＋10は？,20（二十）→「二十」を合わせると「廿」（にじゅう）,ひっかけ,generated,2026-06-22 10:33:05
210,20＋20は？,40（四十）→「四十」を合わせると「卌」,ひっかけ,generated,2026-06-22 10:33:05
211,5＋5＋5は？,15（十五）→5が3つで555？いや5円＋5円＋5円＝15円,ひっかけ,generated,2026-06-22 10:33:05
212,100＋100は？,200→百＋百＝二百→「百」二つ,ひっかけ,generated,2026-06-22 10:33:05
213,朝の4時に出発して、4時間後に着く。着くのは何時？,8時（午前8時）,ひっかけ,generated,2026-06-22 10:33:05
214,夜の9時に寝て、8時間後に起きる。起きるのは何時？,朝の5時,ひっかけ,generated,2026-06-22 10:33:05
215,12時間後にまた会おうと言われた。今が午前9時なら、会うのは何時？,午後9時,ひっかけ,generated,2026-06-22 10:33:05
216,5分前行動と言うけど、5分前のことを何と言う？,4分55秒前（→「5分前」は5分前）,ひっかけ,generated,2026-06-22 10:33:05
217,明日の前日は？,今日（明日の前の日は今日）,ひっかけ,generated,2026-06-22 10:33:05
218,昨日の次の日は？,今日（昨日の次は今日）,ひっかけ,generated,2026-06-22 10:33:05
219,明後日の前日は？,明日（明後日の前の日は明日）,ひっかけ,generated,2026-06-22 10:33:05
220,一昨日の次の次の日は？,今日（一昨日→昨日→今日）,ひっかけ,generated,2026-06-22 10:33:05
221,生まれてから一度も歯を磨いたことがない人がいる。でも虫歯がない。なぜ？,赤ちゃん（歯がまだ生えていない）,ひっかけ,generated,2026-06-22 10:33:05
222,毎日お風呂に入っているのに、一度も体を洗ったことがない人は？,赤ちゃん（沐浴させられている）,ひっかけ,generated,2026-06-22 10:33:05
223,年中水を飲んでいるのに、トイレに行かない人は？,植物（水を吸っても排泄しない）,ひっかけ,generated,2026-06-22 10:33:05
224,口がきけない人がいる。でも電話で話せる。なぜ？,手話（電話で話すことはできない）→FAX,ひっかけ,generated,2026-06-22 10:33:05
225,目が見えないのに新聞が読める人は？,目の見えない人→点字の新聞を読む,ひっかけ,generated,2026-06-22 10:33:05
226,耳が聞こえないのに音楽を聴ける人は？,聴覚障害者→振動で音楽を感じる,ひっかけ,generated,2026-06-22 10:33:05
227,足がないのに世界を旅するものは？,手紙（郵便で世界を旅する）,ひっかけ,generated,2026-06-22 10:33:05
228,足が4本あるのに自分では動けないものは？,机／椅子／ベッド,ひっかけ,generated,2026-06-22 10:33:05
229,泳げないのに海で生きていける魚は？,魚は泳げる→すべての魚は泳げる,ひっかけ,generated,2026-06-22 10:33:05
230,空を飛べないのに鳥と呼ばれるものは？,ダチョウ／ペンギン／キウイ,ひっかけ,generated,2026-06-22 10:33:05
231,卵を産むのに鳥ではないものは？,カメ、ワニ、ヘビ、カエル、魚,ひっかけ,generated,2026-06-22 10:33:05
232,ミルクを出すのに牛ではないものは？,ヤギ、ヒツジ、人間（母乳）,ひっかけ,generated,2026-06-22 10:33:05
233,火を使うのに料理をしない道具は？,タバコのライター／マッチ,ひっかけ,generated,2026-06-22 10:33:05
234,食べられるのに料理をしないものは？,フルーツ（そのまま食べる）,ひっかけ,generated,2026-06-22 10:33:05
235,高いところにあるのに、落ちても壊れないものは？,空（落ちるのが空なら壊れない）,ひっかけ,generated,2026-06-22 10:33:05
236,海の中にあるのに濡れないものは？,海の中の魚（魚は濡れているけど気にしない→正解は？「海底の砂」）,ひっかけ,generated,2026-06-22 10:33:05
237,水の中で燃えるものは？,水中花火（水の中でも燃える）,ひっかけ,generated,2026-06-22 10:33:05
238,火のそばにいるのに燃えないものは？,火のそばにいる人（料理人）,ひっかけ,generated,2026-06-22 10:33:05
239,熱いのに冷たいと言われるものは？,熱いお茶を飲むときに「冷めてる？」と聞くことはない→「熱い」,ひっかけ,generated,2026-06-22 10:33:05
240,年を取らないのに古くなるものは？,ワイン（年を取らないが古くなる）,ひっかけ,generated,2026-06-22 10:33:05
241,新しいのに古いと言われるものは？,古着屋の新品,ひっかけ,generated,2026-06-22 10:33:05
242,安いのに高いと言われるものは？,「安かろう悪かろう」の悪いもの,ひっかけ,generated,2026-06-22 10:33:05
243,大きいのに小さいと呼ばれるものは？,小指（指の中で一番小さい→でも5本の指の一つ）,ひっかけ,generated,2026-06-22 10:33:05
244,小さいのに大きいと呼ばれるものは？,大根（小さいのに大根）,ひっかけ,generated,2026-06-22 10:33:05
245,丸いのに角があるものは？,円形の机（角はないが角と呼ぶことも）,ひっかけ,generated,2026-06-22 10:33:05
246,曲がっているのに真っ直ぐと言われるものは？,曲がりくねった道（「この道まっすぐ？」「いや曲がってる」）,ひっかけ,generated,2026-06-22 10:33:05
247,黒いのに白いと言われるものは？,黒板（チョークで白く書くので白く見えることも）,ひっかけ,generated,2026-06-22 10:33:05
248,白いのに黒いと言われるものは？,白髪（白いのに黒髪のイメージから「白」）,ひっかけ,generated,2026-06-22 10:33:05
249,赤いのに青いと言われる果物は？,ブルーベリー（赤い実もあるが名前に青）→いや青りんご（青いがりんご）,ひっかけ,generated,2026-06-22 10:33:05
250,夏にしかない冬のものは？,アイス（冬の寒さを感じる）,ひっかけ,generated,2026-06-22 10:33:05
251,秋にしかない春のものは？,秋鮭（あきあじ）→秋に取れる春告げ魚,ひっかけ,generated,2026-06-22 10:33:05
252,冬にしかない夏のものは？,こたつ（夏は使わない→でもこたつは冬のもの）,ひっかけ,generated,2026-06-22 10:33:05
253,朝にしかない夜のものは？,朝露（朝しか見られない）→夜露（よつゆ）,ひっかけ,generated,2026-06-22 10:33:05
254,昼にしかない夜のものは？,お昼寝→夜にしか寝ない？いやお昼寝は昼に寝る,ひっかけ,generated,2026-06-22 10:33:05
255,犬を飼うときにもらえる書類は？,いぬのほしょ（犬の初書→犬の登録証）,動物なぞなぞ,generated,2026-06-22 10:33:05
256,猫がケーキを食べるときに使う道具は？,ねこ（猫）ロール（猫ロールケーキ）,動物なぞなぞ,generated,2026-06-22 10:33:05
257,猫の手を借りたい人は誰に頼む？,猫に頼む（猫の手を借りる）,動物なぞなぞ,generated,2026-06-22 10:33:05
258,ペンギンの好きな文房具は？,ペン（ペンギン→ペン＋ギン）,動物なぞなぞ,generated,2026-06-22 10:33:05
259,ペンギンが仕事中に使うものは？,ペンギン（ペン＋ぎん→銀ペン）,動物なぞなぞ,generated,2026-06-22 10:33:05
260,カンガルーのポケットの中に入っているものは？,赤ちゃんカンガルー,動物なぞなぞ,generated,2026-06-22 10:33:05
261,カンガルーの好きな食べ物は？,カンガルーの好物→不明→カンガルーの（缶ガルーの缶詰）,動物なぞなぞ,generated,2026-06-22 10:33:05
262,ゾウみたいに大きなゾウの赤ちゃんは？,小さなゾウ（どんなに大きくても赤ちゃん）,動物なぞなぞ,generated,2026-06-22 10:33:05
263,ライオンが泳げない理由は？,ライオンは泳げる（実はライオンは泳げる→泳げないというのは誤解）,動物なぞなぞ,generated,2026-06-22 10:33:05
264,シマウマのシマシマは何のためにある？,仲間と間違えないため（1頭1頭模様が違う）,動物なぞなぞ,generated,2026-06-22 10:33:05
265,キリンの首が長いのはなぜ？,遠くの美味しい葉っぱを食べるため,動物なぞなぞ,generated,2026-06-22 10:33:05
266,カメレオンが色を変えるのはなぜ？,気分や体温調節のため（カモフラージュだけじゃない）,動物なぞなぞ,generated,2026-06-22 10:33:05
267,ハリネズミのトゲトゲは何本？,ハリネズミによる（1匹1匹違う）,動物なぞなぞ,generated,2026-06-22 10:33:05
268,パンダの模様が白と黒なのはなぜ？,笹の中で目立たないため（雪の日は目立つ）,動物なぞなぞ,generated,2026-06-22 10:33:05
269,コアラがほとんど動かないのはなぜ？,ユーカリの栄養が少ないからエネルギー節約,動物なぞなぞ,generated,2026-06-22 10:33:05
270,カラスが賢いと言われる理由は？,道具を使うから（クルミを車にひかせて割るなど）,動物なぞなぞ,generated,2026-06-22 10:33:05
271,フクロウが夜に活動するのはなぜ？,目が暗闇に適応しているから,動物なぞなぞ,generated,2026-06-22 10:33:05
272,セミが成虫で過ごす期間は？,約1週間（種類による）,動物なぞなぞ,generated,2026-06-22 10:33:05
273,ホタルが光るのはなぜ？,オスメスのコミュニケーションのため,動物なぞなぞ,generated,2026-06-22 10:33:05
274,アリが行列を作るのはなぜ？,フェロモンの道をたどっているから,動物なぞなぞ,generated,2026-06-22 10:33:05
275,クモの巣が雨の日に見えやすいのはなぜ？,水滴がつくから,動物なぞなぞ,generated,2026-06-22 10:33:05
276,イヌが寝る前にくるくる回るのはなぜ？,野生時代に草を踏み固める名残,動物なぞなぞ,generated,2026-06-22 10:33:05
277,ネコがゴロゴロのどを鳴らすのはなぜ？,リラックスしているときの生理現象,動物なぞなぞ,generated,2026-06-22 10:33:05
278,クラゲの体の95%は？,水（クラゲはほとんど水でできている）,動物なぞなぞ,generated,2026-06-22 10:33:05
279,エビが加熱すると赤くなるのはなぜ？,アスタキサンチンという色素の変化,動物なぞなぞ,generated,2026-06-22 10:33:05
280,タコの足（腕）は何本？,8本（正式には腕という）,動物なぞなぞ,generated,2026-06-22 10:33:05
281,イカの足（腕）は何本？,10本（8本の腕＋2本の触腕）,動物なぞなぞ,generated,2026-06-22 10:33:05
282,カニが横歩きするのはなぜ？,脚の関節構造のため,動物なぞなぞ,generated,2026-06-22 10:33:05
283,カメが長生きするのはなぜ？,代謝が遅いから,動物なぞなぞ,generated,2026-06-22 10:33:05
284,机の上で働く動物は？,ワーク（ワーク＝机の上のカレンダーのワーク？→正しくは「机上のワーク」ではない）,道具なぞなぞ,generated,2026-06-22 10:33:05
285,机の上にのっている動物は？,ドリル（練習問題のドリル→道具のドリルとかけた言葉遊び）,道具なぞなぞ,generated,2026-06-22 10:33:05
286,壁に向かって喋っているものは？,ポスター／カレンダー,道具なぞなぞ,generated,2026-06-22 10:33:05
287,水の中で燃える道具は？,水中ライト／水中カメラ,道具なぞなぞ,generated,2026-06-22 10:33:05
288,顔が四角くて、中に世界が広がっているものは？,テレビ,道具なぞなぞ,generated,2026-06-22 10:33:05
289,押すと開くのに、引いても開かないものは？,押しボタン式のドア,道具なぞなぞ,generated,2026-06-22 10:33:05
290,引くと開くのに、押しても開かないものは？,引き戸,道具なぞなぞ,generated,2026-06-22 10:33:05
291,触ると冷たいのに、中が熱いものは？,電子レンジの中（ドアは冷たいが中は熱い）,道具なぞなぞ,generated,2026-06-22 10:33:05
292,触ると熱いのに、中が冷たいものは？,冷凍庫の外側（触ると熱いが中は冷たい）,道具なぞなぞ,generated,2026-06-22 10:33:05
293,回すと温度が変わる、壁に付いているものは？,エアコンのリモコン／サーモスタット,道具なぞなぞ,generated,2026-06-22 10:33:05
294,毎日使うのに、一度も掃除しないものは？,歯ブラシ（使うたびに洗うが掃除はしない）,道具なぞなぞ,generated,2026-06-22 10:33:05
295,朝に合わせるのに、夜に使うものは？,目覚まし時計（朝に合わせて、夜にセットする）,道具なぞなぞ,generated,2026-06-22 10:33:05
296,時間が来ると鳴くのに、口がないものは？,目覚まし時計（アラーム）,道具なぞなぞ,generated,2026-06-22 10:33:05
297,風を起こすのに、外で使うと役に立たないものは？,扇風機（外では風が感じにくい）,道具なぞなぞ,generated,2026-06-22 10:33:05
298,暑いときに使うと涼しくなるのに、寒いときに使うと温かくなるものは？,タオル（汗を拭くと涼しく、お湯で絞ると温かい）,道具なぞなぞ,generated,2026-06-22 10:33:05
299,雨の日にだけ役に立つ、晴れた日に邪魔なものは？,傘,道具なぞなぞ,generated,2026-06-22 10:33:05
300,夜にしか使わないのに、朝にしか買えないものは？,寝具／パジャマ,道具なぞなぞ,generated,2026-06-22 10:33:05
301,靴の中で一番偉いものは？,靴の「かかと」（踵＝かかと＝「家門」でもない）→「靴の王様」→King→キング→「靴のキング」,道具なぞなぞ,generated,2026-06-22 10:33:05
302,履くものの中で一番頭がいいものは？,スリッパ（スリッパ→スリップ→滑る→頭が滑る？）,道具なぞなぞ,generated,2026-06-22 10:33:05
303,着るものの中で一番元気なものは？,元気な服→げんき→ゲンキ→パーカー？,道具なぞなぞ,generated,2026-06-22 10:33:05
304,座るものの中で一番高いものは？,王座（王様の椅子）,道具なぞなぞ,generated,2026-06-22 10:33:05
305,寝るものの中で一番広いものは？,布団（敷き布団）,道具なぞなぞ,generated,2026-06-22 10:33:05
306,書くものの中で一番細いものは？,シャープペンシルの芯,道具なぞなぞ,generated,2026-06-22 10:33:05
307,消すものの中で一番大きいものは？,消しゴム→大きな消しゴム→「大型消しゴム」,道具なぞなぞ,generated,2026-06-22 10:33:05
308,切るものの中で一番小さいものは？,爪切り（爪を切る小さい道具）,道具なぞなぞ,generated,2026-06-22 10:33:05
309,貼るものの中で一番便利なものは？,絆創膏（はる＝貼る＋治る）,道具なぞなぞ,generated,2026-06-22 10:33:05
310,包むものの中で一番かわいいものは？,ラッピングペーパー（プレゼントを包む）,道具なぞなぞ,generated,2026-06-22 10:33:05
311,入れるものの中で一番大事なものは？,心（心を込めて入れる）,道具なぞなぞ,generated,2026-06-22 10:33:05
312,運ぶものの中で一番重いものは？,責任（責任を運ぶという表現）,道具なぞなぞ,generated,2026-06-22 10:33:05
313,測るものの中で一番正確なものは？,物差し（ものさし）→正確な測定器,道具なぞなぞ,generated,2026-06-22 10:33:05
314,数えるものの中で一番速いものは？,電卓（計算機）,道具なぞなぞ,generated,2026-06-22 10:33:05
315,灯すものの中で一番温かいものは？,心の灯（こころのともしび）,道具なぞなぞ,generated,2026-06-22 10:33:05
316,架けるものの中で一番長いものは？,夢の架け橋（ゆめのかけはし）,道具なぞなぞ,generated,2026-06-22 10:33:05
317,8を半分にすると？,3（8の字を縦に半分に切ると3に見える）→もしくは0（横半分）→もしくは4（数学的に）,数字・記号,generated,2026-06-22 10:33:05
318,8を横に半分にすると？,0（8の字を横半分に切ると0が二つ）,数字・記号,generated,2026-06-22 10:33:05
319,9を逆さまにすると？,6,数字・記号,generated,2026-06-22 10:33:05
320,6を逆さまにすると？,9,数字・記号,generated,2026-06-22 10:33:05
321,1を逆さまにしても同じ数字は？,1（1は逆さまでも1）,数字・記号,generated,2026-06-22 10:33:05
322,0をいくつ集めても変わらないのはなぜ？,0はいくつ集めても0,数字・記号,generated,2026-06-22 10:33:05
323,100から1を引くと？,99→でも漢字で「百」から「一」を引くと「白」,数字・記号,generated,2026-06-22 10:33:05
324,「百」から「一」を引くとできる漢字は？,白（百の一画目を取ると白）,数字・記号,generated,2026-06-22 10:33:05
325,「十」を四つ集めてできる漢字は？,米（十＋十＋十＋十＝米）,数字・記号,generated,2026-06-22 10:33:05
326,「十」を二つ組み合わせてできる漢字は？,二十→「艹」（くさかんむり）ではない→「廾」（にじゅう／こまぬき）,数字・記号,generated,2026-06-22 10:33:05
327,数字の1と数字の1でできる漢字は？,二（1＋1＝2→漢字の二）,数字・記号,generated,2026-06-22 10:33:05
328,数字の1と数字の2でできる漢字は？,三（1＋2＝3→漢字の三）,数字・記号,generated,2026-06-22 10:33:05
329,数字を1から10まで足すといくつ？,55（1+2+...+10=55）,数字・記号,generated,2026-06-22 10:33:05
330,数字を1から100まで足すといくつ？,5050（ガウスの計算）,数字・記号,generated,2026-06-22 10:33:05
331,1/2を漢字で書くと？,二分の一→「半」,数字・記号,generated,2026-06-22 10:33:05
332,1/10を漢字で書くと？,十分の一→「割」→いや「分」,数字・記号,generated,2026-06-22 10:33:05
333,∞を半分にすると？,8（∞を縦に半分に切ると8）→∞を横に半分に切ると00→0,数字・記号,generated,2026-06-22 10:33:05
334,「？」を逆さまにすると見える記号は？,¿（逆さ疑問符）,数字・記号,generated,2026-06-22 10:33:05
335,「！」を逆さまにすると見える記号は？,¡（逆さ感嘆符）,数字・記号,generated,2026-06-22 10:33:05
336,アットマーク「@」の中に隠れている動物は？,at（アット＝あっと驚く→猫？）→実は「@」は「a」と「t」の合体,数字・記号,generated,2026-06-22 10:33:05
337,「♥」を半分にすると？,ハートの半分→「♡」の半分,数字・記号,generated,2026-06-22 10:33:05
338,「★」を4つ集めるとできる記号は？,星4つ→「★★★★」→4つ星,数字・記号,generated,2026-06-22 10:33:05
339,「○」と「△」でできる形は？,○△→○の上に△→「家」の形,数字・記号,generated,2026-06-22 10:33:05
340,「○」の中に「×」を書くとできる漢字は？,田（○の中に×→田の字）,数字・記号,generated,2026-06-22 10:33:05
341,「□」の中に「×」を書くとできる漢字は？,田,数字・記号,generated,2026-06-22 10:33:05
342,3本の線でできる漢字は？,三（三本線）,数字・記号,generated,2026-06-22 10:33:05
343,4本の線でできる漢字は？,四／王（4本の線で王に見える？）,数字・記号,generated,2026-06-22 10:33:05
344,地球が丸いことを最初に言った人は？,コロンブスではない→古代ギリシャのピタゴラス学派,あるある,generated,2026-06-22 10:33:05
345,パンを食べるときに必ずする動作は？,口を開ける,あるある,generated,2026-06-22 10:33:05
346,寝ている間に必ずすることは？,息をする（寝ている間も呼吸は続く）,あるある,generated,2026-06-22 10:33:05
347,目を閉じても見えるものは？,暗闇（目を閉じると暗闇が見える）,あるある,generated,2026-06-22 10:33:05
348,耳を塞いでも聞こえる音は？,自分の心臓の音／呼吸の音,あるある,generated,2026-06-22 10:33:05
349,口を閉じてもできることは？,鼻呼吸,あるある,generated,2026-06-22 10:33:05
350,鼻を摘んでも感じるものは？,味（鼻を摘むと味がわかりにくくなるが、感じることはできる）,あるある,generated,2026-06-22 10:33:05
351,手を伸ばしても届かないのに、足を使えば届くものは？,遠くの場所（歩いていけば届く）,あるある,generated,2026-06-22 10:33:05
352,目で見るよりも、耳で聞いた方がよくわかるものは？,音楽／秘密の話,あるある,generated,2026-06-22 10:33:05
353,口で言うより、手で書いた方が伝わるものは？,複雑な漢字／図形,あるある,generated,2026-06-22 10:33:05
354,朝に一番最初にすることは？,目を開ける,あるある,generated,2026-06-22 10:33:05
355,夜に一番最後にすることは？,目を閉じる,あるある,generated,2026-06-22 10:33:05
356,ご飯を食べる前に必ず言うことは？,いただきます,あるある,generated,2026-06-22 10:33:05
357,ご飯を食べた後に必ず言うことは？,ごちそうさまでした,あるある,generated,2026-06-22 10:33:05
358,お風呂に入る前に必ずすることは？,服を脱ぐ,あるある,generated,2026-06-22 10:33:05
359,お風呂に入った後に必ずすることは？,体を拭く,あるある,generated,2026-06-22 10:33:05
360,靴を履く前に必ずすることは？,靴下を履く,あるある,generated,2026-06-22 10:33:05
361,靴下を履く前に必ずすることは？,足を出す,あるある,generated,2026-06-22 10:33:05
362,服を着る前に必ずあるものは？,裸の状態,あるある,generated,2026-06-22 10:33:05
363,「弱い」という漢字に一本線を足すと強くなる。どんな線？,弓（弱＋弓＝強：弱に弓を足すと強になる）,漢字なぞなぞ,generated,2026-06-22 10:33:05
364,「自」と「分」を組み合わせると？,自分（じぶん）,漢字なぞなぞ,generated,2026-06-22 10:33:05
365,「私」と「的」を組み合わせると？,私的（してき）,漢字なぞなぞ,generated,2026-06-22 10:33:05
366,「全」と「部」でできる言葉は？,全部（ぜんぶ）,漢字なぞなぞ,generated,2026-06-22 10:33:05
367,「大」に点を打つとできる漢字は？,犬（大に点で犬）,漢字なぞなぞ,generated,2026-06-22 10:33:05
368,「大」に棒を一本足すとできる漢字は？,天（大に棒一本→天）→大に横棒→天,漢字なぞなぞ,generated,2026-06-22 10:33:05
369,「大」に八を足すと？,大きい八→「八」＋「大」→「大」の上に八→「天」や「夫」,漢字なぞなぞ,generated,2026-06-22 10:33:05
370,「木」に一本線を足すとできる漢字は？,本（木に一本→本）／末（木の先に一本→末）,漢字なぞなぞ,generated,2026-06-22 10:33:05
371,「木」に二本線を足すとできる漢字は？,林（木＋木）／束（木に口）,漢字なぞなぞ,generated,2026-06-22 10:33:05
372,「口」に一本線を足すとできる漢字は？,日（口に横棒→日）／中（口に縦棒→中）,漢字なぞなぞ,generated,2026-06-22 10:33:05
373,「口」に二本線を足すとできる漢字は？,目（口に二本線→目）／田（口に十字→田）,漢字なぞなぞ,generated,2026-06-22 10:33:05
374,「人」を二つ組み合わせるとできる漢字は？,「人」＋「人」＝「人人」→「従」？→いや「人人」で「ひとびと」,漢字なぞなぞ,generated,2026-06-22 10:33:05
375,「人」と「人」が背中合わせになると？,北（人が背中合わせ→北）,漢字なぞなぞ,generated,2026-06-22 10:33:05
376,「女」と「女」が並ぶと？,女＋女→「姦」（かしましい）,漢字なぞなぞ,generated,2026-06-22 10:33:05
377,「山」と「山」が重なると？,山＋山→「出」（山が二つ→出という解釈もある）,漢字なぞなぞ,generated,2026-06-22 10:33:05
378,「火」が二つ集まると？,火＋火→「炎」（ほのお）,漢字なぞなぞ,generated,2026-06-22 10:33:05
379,「火」が三つ集まると？,火＋火＋火→「焱」（えん／ほむら）,漢字なぞなぞ,generated,2026-06-22 10:33:05
380,「水」が三つ集まると？,水＋水＋水→「淼」（びょう／みずぎわ）,漢字なぞなぞ,generated,2026-06-22 10:33:05
381,「日」と「月」で明るい。では「月」と「月」は？,朋（とも／ほう）,漢字なぞなぞ,generated,2026-06-22 10:33:05
382,「田」と「力」でできる漢字は？,男（田＋力＝男）,漢字なぞなぞ,generated,2026-06-22 10:33:05
383,「女」と「子」でできる漢字は？,好（女＋子＝好：好き）,漢字なぞなぞ,generated,2026-06-22 10:33:05
384,「門」の中に「馬」が入るとできる漢字は？,闖（ちん／そう）→馬が門を闖入する,漢字なぞなぞ,generated,2026-06-22 10:33:05
385,「門」の中に「虫」が入ると？,門＋虫→「閩」（びん／めん）,漢字なぞなぞ,generated,2026-06-22 10:33:05
386,「心」という漢字を三つ重ねると？,惢（ずい／つらなる）,漢字なぞなぞ,generated,2026-06-22 10:33:05
387,「白」と「水」でできる漢字は？,泉（白＋水→泉）,漢字なぞなぞ,generated,2026-06-22 10:33:05
388,「雨」と「田」でできる漢字は？,雷（雨＋田→雷）,漢字なぞなぞ,generated,2026-06-22 10:33:05
389,「雨」と「云」でできる漢字は？,雲（雨＋云→雲）,漢字なぞなぞ,generated,2026-06-22 10:33:05
390,「雨」に「林」を足すと？,霖（りん／ながあめ）,漢字なぞなぞ,generated,2026-06-22 10:33:05
391,「車」に「両」を足すと？,輛（りょう）→車両の輛,漢字なぞなぞ,generated,2026-06-22 10:33:05
392,「金」と「重」でできている金属は？,鉄（金＋重くない→鐵の旧字体→金＋重＝鐵→「重い金」）,漢字なぞなぞ,generated,2026-06-22 10:33:05
393,パンはパンでも焼けないパンのは？,フライパン,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
394,パンはパンでも麺じゃないパンのは？,パスタマシン,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
395,パンはパンでもパンクしてるパンのは？,パンクしたタイヤ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
396,ケーキはケーキでも食べられないケーキのは？,ケーキ（ケーキ屋さんの看板）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
397,ケーキはケーキでも丸くないケーキのは？,ウェディングケーキ（三段）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
398,ジュースはジュースでも飲めないジュースのは？,呪術（じゅじゅつ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
399,ジュースはジュースでも凍らせないジュースのは？,樹脂（じゅし）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
400,おかしはおかしでも食べられないお菓子のは？,おかし（おかしい）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
401,おかしはおかしでも笑っちゃうお菓子のは？,おかし（可笑し）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
402,コーヒーはコーヒーでも飲めないコーヒーのは？,コーヒー（コーヒーの木）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
403,コーヒーはコーヒーでも温められないコーヒーのは？,ゴーファー（コーヒー→ゴーファー）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
404,ビールはビールでも飲めないビールのは？,ビリヤード（ビール＋ヤード）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
405,ビールはビールでも寒いビールのは？,ビール（ビル＝建物）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
406,さけはさけでも飲めない酒のは？,さけ（鮭）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
407,さけはさけでも酔えない酒のは？,さけ（酒＋焼酎）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
408,まんがはまんがでも読めない漫画のは？,まんが（マンガ＝マンガン／マンガース）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
409,まんがはまんがでも書けない漫画のは？,まんが（マンガ＝マンガのペン）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
410,しんぶんはしんぶんでも読めない新聞のは？,しんぶん（辛文→辛い文章）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
411,しんぶんはしんぶんでも折れない新聞のは？,しんぶん（新粉＝新しい粉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
412,ざっしはざっしでも読めない雑誌のは？,ざっし（雑司→雑草の司）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
413,ほんはほんでも読めない本のは？,ほん（盆＝お盆）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
414,ほんはほんでも見えない本のは？,ほん（本書→ほんしょ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
415,ほんはほんでも開けない本のは？,ほん（翻→ほん）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
416,えんぴつはえんぴつでも書けない鉛筆のは？,えんぴつ（エンピツ＝燕尾服のピツ？）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
417,えんぴつはえんぴつでも削れない鉛筆のは？,えんぴつ（鉛筆→エン＋ピツ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
418,かさはかさでもさせない傘のは？,かさ（嵩→かさばるもの）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
419,かさはかさでもたためない傘のは？,かさ（笠→編み笠）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
